,text,dim_0,dim_1,layer,label,fold,grad_0,grad_1,iteration
0,<unk>,0.0,0.0,Embedding,,,0.0,0.0,0
1,'s,1.195149540901184,-0.6655863523483276,Embedding,,,1.195149540901184,-0.6655863523483276,0
2,What,-0.8964049816131592,0.6285830736160278,Embedding,,,-0.8964049816131592,0.6285830736160278,0
3,capital,0.2787523865699768,-1.169573187828064,Embedding,,,0.2787523865699768,-1.169573187828064,0
4,currency,-0.26224982738494873,0.19098854064941406,Embedding,,,-0.26224982738494873,0.19098854064941406,0
5,england,0.8086938858032227,0.036811456084251404,Embedding,,,0.8086938858032227,0.036811456084251404,0
6,is,-1.1797879934310913,-1.2251614332199097,Embedding,,,-1.1797879934310913,-1.2251614332199097,0
7,of,-0.08817870169878006,0.9285690784454346,Embedding,,,-0.08817870169878006,0.9285690784454346,0
8,russia,-0.2984890639781952,-0.24550114572048187,Embedding,,,-0.2984890639781952,-0.24550114572048187,0
9,this,-1.944290280342102,-0.2707256078720093,Embedding,,,-1.944290280342102,-0.2707256078720093,0
10,linear1.weight_0,-0.016400987282395363,0.196152463555336,param,,,-0.016400987282395363,0.196152463555336,0
11,linear1.weight_1,-0.20593513548374176,-0.022852327674627304,param,,,-0.20593513548374176,-0.022852327674627304,0
12,linear1.weight_2,0.11992180347442627,-0.16430558264255524,param,,,0.11992180347442627,-0.16430558264255524,0
13,linear1.weight_3,0.15325210988521576,0.15445655584335327,param,,,0.15325210988521576,0.15445655584335327,0
14,linear1.weight_4,-0.03399088606238365,0.07231516391038895,param,,,-0.03399088606238365,0.07231516391038895,0
15,linear1.weight_5,-0.13633611798286438,0.08477023243904114,param,,,-0.13633611798286438,0.08477023243904114,0
16,linear1.weight_6,0.1321263611316681,-0.21602001786231995,param,,,0.1321263611316681,-0.21602001786231995,0
17,linear1.weight_7,0.21857301890850067,-0.006244436372071505,param,,,0.21857301890850067,-0.006244436372071505,0
18,linear1.weight_8,0.07582202553749084,0.14210666716098785,param,,,0.07582202553749084,0.14210666716098785,0
19,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,0
20,linear1.bias,-0.11592241376638412,-0.011544023640453815,bias,,,-0.11592241376638412,-0.011544023640453815,0
21,linear2.weight_0,-0.18193626403808594,0.3101995289325714,param,,,-0.18193626403808594,0.3101995289325714,0
22,linear2.weight_1,-0.2082904726266861,-0.0710807591676712,param,,,-0.2082904726266861,-0.0710807591676712,0
23,linear2.weight_2,0.28592997789382935,-0.10856415331363678,param,,,0.28592997789382935,-0.10856415331363678,0
24,linear2.weight_3,0.1700918972492218,-0.20261402428150177,param,,,0.1700918972492218,-0.20261402428150177,0
25,linear2.weight_4,-0.15197713673114777,0.2020762711763382,param,,,-0.15197713673114777,0.2020762711763382,0
26,linear2.weight_5,-0.1232118085026741,-0.24851566553115845,param,,,-0.1232118085026741,-0.24851566553115845,0
27,linear2.weight_6,-0.16918624937534332,0.23897866904735565,param,,,-0.16918624937534332,0.23897866904735565,0
28,linear2.weight_7,-0.18293924629688263,0.06530085951089859,param,,,-0.18293924629688263,0.06530085951089859,0
29,linear2.weight_8,0.26197442412376404,0.20668499171733856,param,,,0.26197442412376404,0.20668499171733856,0
30,linear2.weight_9,0.15935951471328735,0.15366612374782562,param,,,0.15935951471328735,0.15366612374782562,0
31,linear2.bias,0.23519529402256012,-0.2103680968284607,bias,,,0.23519529402256012,-0.2103680968284607,0
32,<unk>,0.0,0.0,Embedding,,,0.0,0.0,10
33,'s,1.1851491928100586,-0.6595864295959473,Embedding,,,1.1851491928100586,-0.6595864295959473,10
34,What,-0.9024049043655396,0.6385829448699951,Embedding,,,-0.9024049043655396,0.6385829448699951,10
35,capital,0.2687525451183319,-1.159572720527649,Embedding,,,0.2687525451183319,-1.159572720527649,10
36,currency,-0.2602498233318329,0.1869889497756958,Embedding,,,-0.2602498233318329,0.1869889497756958,10
37,england,0.8186937570571899,0.04680901765823364,Embedding,,,0.8186937570571899,0.04680901765823364,10
38,is,-1.1697875261306763,-1.219160795211792,Embedding,,,-1.1697875261306763,-1.219160795211792,10
39,of,-0.0781787633895874,0.9345693588256836,Embedding,,,-0.0781787633895874,0.9345693588256836,10
40,russia,-0.3084889352321625,-0.23550118505954742,Embedding,,,-0.3084889352321625,-0.23550118505954742,10
41,this,-1.934289813041687,-0.26472532749176025,Embedding,,,-1.934289813041687,-0.26472532749176025,10
42,linear1.weight_0,-0.010400990955531597,0.18615244328975677,param,,,-0.010400990955531597,0.18615244328975677,10
43,linear1.weight_1,-0.19793511927127838,-0.030852321535348892,param,,,-0.19793511927127838,-0.030852321535348892,10
44,linear1.weight_2,0.11392179131507874,-0.1583055704832077,param,,,0.11392179131507874,-0.1583055704832077,10
45,linear1.weight_3,0.14725205302238464,0.15645670890808105,param,,,0.14725205302238464,0.15645670890808105,10
46,linear1.weight_4,-0.02399088814854622,0.06231517717242241,param,,,-0.02399088814854622,0.06231517717242241,10
47,linear1.weight_5,-0.1423361450433731,0.09477009624242783,param,,,-0.1423361450433731,0.09477009624242783,10
48,linear1.weight_6,0.12612630426883698,-0.21402005851268768,param,,,0.12612630426883698,-0.21402005851268768,10
49,linear1.weight_7,0.21657302975654602,-0.004244306590408087,param,,,0.21657302975654602,-0.004244306590408087,10
50,linear1.weight_8,0.06582201272249222,0.15210668742656708,param,,,0.06582201272249222,0.15210668742656708,10
51,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,10
52,linear1.bias,-0.1059224009513855,-0.015544022433459759,bias,,,-0.1059224009513855,-0.015544022433459759,10
53,linear2.weight_0,-0.18793626129627228,0.3161994516849518,param,,,-0.18793626129627228,0.3161994516849518,10
54,linear2.weight_1,-0.21629050374031067,-0.06108076497912407,param,,,-0.21629050374031067,-0.06108076497912407,10
55,linear2.weight_2,0.29592984914779663,-0.10656416416168213,param,,,0.29592984914779663,-0.10656416416168213,10
56,linear2.weight_3,0.16009189188480377,-0.19861403107643127,param,,,0.16009189188480377,-0.19861403107643127,10
57,linear2.weight_4,-0.161977156996727,0.19207625091075897,param,,,-0.161977156996727,0.19207625091075897,10
58,linear2.weight_5,-0.13321182131767273,-0.2585155665874481,param,,,-0.13321182131767273,-0.2585155665874481,10
59,linear2.weight_6,-0.1591862440109253,0.24897868931293488,param,,,-0.1591862440109253,0.24897868931293488,10
60,linear2.weight_7,-0.18893924355506897,0.06930085271596909,param,,,-0.18893924355506897,0.06930085271596909,10
61,linear2.weight_8,0.2719742953777313,0.20468498766422272,param,,,0.2719742953777313,0.20468498766422272,10
62,linear2.weight_9,0.16935953497886658,0.16366614401340485,param,,,0.16935953497886658,0.16366614401340485,10
63,linear2.bias,0.23519527912139893,-0.20036807656288147,bias,,,0.23519527912139893,-0.20036807656288147,10
64,<unk>,0.0,0.0,Embedding,,,0.0,0.0,20
65,'s,1.1771488189697266,-0.6615861058235168,Embedding,,,1.1771488189697266,-0.6615861058235168,20
66,What,-0.8964049816131592,0.646582841873169,Embedding,,,-0.8964049816131592,0.646582841873169,20
67,capital,0.2667524814605713,-1.1495722532272339,Embedding,,,0.2667524814605713,-1.1495722532272339,20
68,currency,-0.25224998593330383,0.18298903107643127,Embedding,,,-0.25224998593330383,0.18298903107643127,20
69,england,0.8286936283111572,0.054808925837278366,Embedding,,,0.8286936283111572,0.054808925837278366,20
70,is,-1.1617870330810547,-1.209160566329956,Embedding,,,-1.1617870330810547,-1.209160566329956,20
