,text,dim_0,dim_1,layer,label,fold,grad_0,grad_1,iteration
0,<unk>,0.0,0.0,Embedding,,,0.0,0.0,0
1,'s,-0.5836677551269531,1.2851731777191162,Embedding,,,-0.5836677551269531,1.2851731777191162,0
2,What,0.492312490940094,1.3961760997772217,Embedding,,,0.492312490940094,1.3961760997772217,0
3,capital,-0.08409614861011505,0.3483723998069763,Embedding,,,-0.08409614861011505,0.3483723998069763,0
4,currency,1.006335973739624,-0.8896750807762146,Embedding,,,1.006335973739624,-0.8896750807762146,0
5,england,-1.6231331825256348,-0.03645940497517586,Embedding,,,-1.6231331825256348,-0.03645940497517586,0
6,is,0.09578602761030197,0.674884021282196,Embedding,,,0.09578602761030197,0.674884021282196,0
7,of,-0.20935262739658356,0.6641822457313538,Embedding,,,-0.20935262739658356,0.6641822457313538,0
8,russia,0.7999856472015381,-0.1564309448003769,Embedding,,,0.7999856472015381,-0.1564309448003769,0
9,this,-0.6669100522994995,-0.6651401519775391,Embedding,,,-0.6669100522994995,-0.6651401519775391,0
10,linear1.weight_0,-0.07976716756820679,0.07868989557027817,param,,,-0.07976716756820679,0.07868989557027817,0
11,linear1.weight_1,0.12220297008752823,0.008896948769688606,param,,,0.12220297008752823,0.008896948769688606,0
12,linear1.weight_2,0.13104748725891113,0.14356696605682373,param,,,0.13104748725891113,0.14356696605682373,0
13,linear1.weight_3,0.20146673917770386,-0.13046884536743164,param,,,0.20146673917770386,-0.13046884536743164,0
14,linear1.weight_4,-0.025232389569282532,-0.08610772341489792,param,,,-0.025232389569282532,-0.08610772341489792,0
15,linear1.weight_5,-0.022311264649033546,0.004561322741210461,param,,,-0.022311264649033546,0.004561322741210461,0
16,linear1.weight_6,0.12697477638721466,0.06918884068727493,param,,,0.12697477638721466,0.06918884068727493,0
17,linear1.weight_7,0.15542350709438324,0.03511960804462433,param,,,0.15542350709438324,0.03511960804462433,0
18,linear1.weight_8,0.2127535045146942,0.04675767570734024,param,,,0.2127535045146942,0.04675767570734024,0
19,linear1.weight_9,0.17158621549606323,-0.10813219845294952,param,,,0.17158621549606323,-0.10813219845294952,0
20,linear1.bias,-0.15412724018096924,-0.20327623188495636,bias,,,-0.15412724018096924,-0.20327623188495636,0
21,linear2.weight_0,-0.22365808486938477,-0.011031847447156906,param,,,-0.22365808486938477,-0.011031847447156906,0
22,linear2.weight_1,-0.2765635848045349,0.029642809182405472,param,,,-0.2765635848045349,0.029642809182405472,0
23,linear2.weight_2,-0.21938934922218323,-0.27565526962280273,param,,,-0.21938934922218323,-0.27565526962280273,0
24,linear2.weight_3,0.050169285386800766,-0.14521628618240356,param,,,0.050169285386800766,-0.14521628618240356,0
25,linear2.weight_4,0.03666234388947487,0.2704739272594452,param,,,0.03666234388947487,0.2704739272594452,0
26,linear2.weight_5,0.11768049001693726,-0.11577055603265762,param,,,0.11768049001693726,-0.11577055603265762,0
27,linear2.weight_6,-0.004552362021058798,-0.1513117104768753,param,,,-0.004552362021058798,-0.1513117104768753,0
28,linear2.weight_7,-0.27959948778152466,0.19167344272136688,param,,,-0.27959948778152466,0.19167344272136688,0
29,linear2.bias,-0.0961039587855339,0.20754705369472504,bias,,,-0.0961039587855339,0.20754705369472504,0
30,<unk>,0.0,0.0,Embedding,,,0.0,0.0,10
31,'s,-0.5436677932739258,1.3151730298995972,Embedding,,,-0.5436677932739258,1.3151730298995972,10
32,What,0.5323124527931213,1.4361571073532104,Embedding,,,0.5323124527931213,1.4361571073532104,10
33,capital,-0.03409649059176445,0.36843159794807434,Embedding,,,-0.03409649059176445,0.36843159794807434,10
34,currency,1.0263358354568481,-0.8496756553649902,Embedding,,,1.0263358354568481,-0.8496756553649902,10
35,england,-1.6331324577331543,-0.016459640115499496,Embedding,,,-1.6331324577331543,-0.016459640115499496,10
36,is,0.13578592240810394,0.7148841619491577,Embedding,,,0.13578592240810394,0.7148841619491577,10
37,of,-0.169352725148201,0.7041823863983154,Embedding,,,-0.169352725148201,0.7041823863983154,10
38,russia,0.8499854803085327,-0.10643155872821808,Embedding,,,0.8499854803085327,-0.10643155872821808,10
39,this,-0.6269100904464722,-0.6251400113105774,Embedding,,,-0.6269100904464722,-0.6251400113105774,10
40,linear1.weight_0,-0.05476720258593559,0.053689926862716675,param,,,-0.05476720258593559,0.053689926862716675,10
41,linear1.weight_1,0.13220319151878357,-0.011104733683168888,param,,,0.13220319151878357,-0.011104733683168888,10
42,linear1.weight_2,0.18104711174964905,0.1935669183731079,param,,,0.18104711174964905,0.1935669183731079,10
43,linear1.weight_3,0.20146673917770386,-0.13046884536743164,param,,,0.20146673917770386,-0.13046884536743164,10
44,linear1.weight_4,-0.07523229718208313,-0.03610774874687195,param,,,-0.07523229718208313,-0.03610774874687195,10
45,linear1.weight_5,0.027688704431056976,-0.005438732448965311,param,,,0.027688704431056976,-0.005438732448965311,10
46,linear1.weight_6,0.17697462439537048,0.02918887883424759,param,,,0.17697462439537048,0.02918887883424759,10
